"TABLE_NAME","COLUMN_ID","COLUMN_NAME","TIPO","NULLABLE"
"V_CMP_LINEA",10,"PRECIO_UNITARIO","NUMBER(12,2)","Y"
"V_CMP_LINEA",11,"TOTAL","NUMBER","Y"
"V_CMP_OC_ABIERTA",1,"ID_ORDEN_COMPRA","NUMBER","N"
"V_CMP_OC_ABIERTA",2,"ID_PROVEEDOR","NUMBER","N"
"V_CMP_OC_ABIERTA",3,"PROVEEDOR","VARCHAR2(101)","Y"
"V_CMP_OC_ABIERTA",4,"FECHA_ORDEN","DATE","Y"
"V_CMP_OC_ABIERTA",5,"TOTAL_ORDEN","NUMBER(14,2)","Y"
"V_CMP_OC_ABIERTA",6,"DIAS_ABIERTA","NUMBER","Y"
"V_CMP_OC_ABIERTA",7,"ID_OFICINA","NUMBER","Y"
"V_CMP_OC_ABIERTA",8,"OFICINA","VARCHAR2(255)","Y"
"V_CMP_OC_EMBUDO",1,"ESTADO","CHAR(1)","N"
"V_CMP_OC_EMBUDO",2,"ESTADO_LABEL","VARCHAR2(19)","Y"
"V_CMP_OC_EMBUDO",3,"ORDEN","NUMBER","Y"
"V_CMP_OC_EMBUDO",4,"N_OC","NUMBER","Y"
"V_CMP_OC_EMBUDO",5,"MONTO","NUMBER","Y"
"V_CMP_PAGOS",1,"ID_ORDEN_PAGO","NUMBER","N"
"V_CMP_PAGOS",2,"ID_PROVEEDOR","NUMBER","N"
"V_CMP_PAGOS",3,"PROVEEDOR","VARCHAR2(101)","Y"
"V_CMP_PAGOS",4,"FECHA_EMISION","DATE","Y"
"V_CMP_PAGOS",5,"FECHA_PAGO","DATE","Y"
"V_CMP_PAGOS",6,"PERIODO_PAGO","DATE","Y"
"V_CMP_PAGOS",7,"TOTAL_PAGO","NUMBER","Y"
"V_CMP_PAGOS",8,"ID_METODO_PAGO","NUMBER","Y"
"V_CMP_PAGOS",9,"METODO","VARCHAR2(100)","Y"
"V_CMP_PAGOS",10,"ESTADO","VARCHAR2(20)","Y"
"V_CMP_RECEPCION",1,"ID_RECEPCION","NUMBER","N"
"V_CMP_RECEPCION",2,"ID_ORDEN_COMPRA","NUMBER","N"
"V_CMP_RECEPCION",3,"ID_PROVEEDOR","NUMBER","Y"
"V_CMP_RECEPCION",4,"PROVEEDOR","VARCHAR2(101)","Y"
"V_CMP_RECEPCION",5,"FECHA_ORDEN","DATE","Y"
"V_CMP_RECEPCION",6,"FECHA_RECEPCION","DATE","Y"
"V_CMP_RECEPCION",7,"LEAD_DIAS","NUMBER","Y"
"V_CMP_RECEPCION",8,"PERIODO","DATE","Y"
"V_CMP_RECEPCION",9,"CANT_RECIBIDA","NUMBER","Y"
"V_COBROS_MEDIO",1,"FECHA","TIMESTAMP","Y"
"V_COBROS_MEDIO",2,"PERIODO","DATE","Y"
"V_COBROS_MEDIO",3,"ID_OFICINA","NUMBER","Y"
"V_COBROS_MEDIO",4,"OFICINA","VARCHAR2(255)","Y"
"V_COBROS_MEDIO",5,"COBRADOR_COD","VARCHAR2(60)","Y"
"V_COBROS_MEDIO",6,"METODO_COD","NUMBER","Y"
"V_COBROS_MEDIO",7,"METODO","VARCHAR2(100)","Y"
"V_COBROS_MEDIO",8,"MONTO","NUMBER(12,2)","N"
"V_COBROS_MOV",1,"ID_MOVIMIENTO","NUMBER","N"
"V_COBROS_MOV",2,"NRO_RECIBO","VARCHAR2(20)","Y"
"V_COBROS_MOV",3,"FECHA","TIMESTAMP","Y"
"V_COBROS_MOV",4,"PERIODO","DATE","Y"
"V_COBROS_MOV",5,"ID_OFICINA","NUMBER","Y"
"V_COBROS_MOV",6,"OFICINA","VARCHAR2(255)","Y"
"V_COBROS_MOV",7,"COBRADOR_COD","VARCHAR2(60)","Y"
"V_COBROS_MOV",8,"COBRADOR_NOMBRE","VARCHAR2(255)","Y"
"V_COBROS_MOV",9,"ID_CLIENTE","NUMBER","N"
"V_COBROS_MOV",10,"CLIENTE","VARCHAR2(32767)","Y"
"V_COBROS_MOV",11,"ID_CUENTA_COBRAR_DET","NUMBER","Y"
"V_COBROS_MOV",12,"TOTAL","NUMBER(12,2)","N"
"V_COBROS_NETO_MES",1,"PERIODO","DATE","Y"
"V_COBROS_NETO_MES",2,"ID_OFICINA","NUMBER","Y"
"V_COBROS_NETO_MES",3,"OFICINA","VARCHAR2(255)","Y"
"V_COBROS_NETO_MES",4,"COBRADOR_COD","VARCHAR2(60)","Y"
"V_COBROS_NETO_MES",5,"COBRADOR_NOMBRE","VARCHAR2(255)","Y"
"V_COBROS_NETO_MES",6,"BRUTO","NUMBER","Y"
"V_COBROS_NETO_MES",7,"REVERSOS","NUMBER","Y"
"V_COBROS_NETO_MES",8,"NETO","NUMBER","Y"
"V_COBROS_NETO_MES",9,"RECIBOS","NUMBER","Y"
"V_COBROS_OFICINA_META",1,"PERIODO","DATE","Y"
"V_COBROS_OFICINA_META",2,"ID_OFICINA","NUMBER","Y"
"V_COBROS_OFICINA_META",3,"OFICINA","VARCHAR2(255)","Y"
"V_COBROS_OFICINA_META",4,"NETO","NUMBER","Y"
"V_COBROS_OFICINA_META",5,"MONTO_META","NUMBER","Y"
"V_COBROS_OFICINA_META",6,"CUMPLIMIENTO_PCT","NUMBER","Y"
"V_COBROS_REVERSO",1,"ID_EGRESO","NUMBER","N"
"V_COBROS_REVERSO",2,"ID_COBRO","NUMBER","N"
"V_COBROS_REVERSO",3,"NRO_RECIBO","VARCHAR2(20)","Y"
"V_COBROS_REVERSO",4,"FECHA","TIMESTAMP","Y"
"V_COBROS_REVERSO",5,"PERIODO","DATE","Y"
"V_COBROS_REVERSO",6,"ID_OFICINA","NUMBER","Y"
"V_COBROS_REVERSO",7,"OFICINA","VARCHAR2(255)","Y"
"V_COBROS_REVERSO",8,"COBRADOR_COD","VARCHAR2(60)","Y"
"V_COBROS_REVERSO",9,"COBRADOR_NOMBRE","VARCHAR2(255)","Y"
"V_COBROS_REVERSO",10,"TOTAL_REVERSO","NUMBER(12,2)","N"
"V_COMPARATIVA_PRECIO_PROVEEDORES",1,"ID_PRODUCTO","NUMBER","N"
"V_COMPARATIVA_PRECIO_PROVEEDORES",2,"PRODUCTO_NOMBRE","VARCHAR2(255)","N"
"V_COMPARATIVA_PRECIO_PROVEEDORES",3,"PROVEEDOR_NOMBRE","VARCHAR2(101)","Y"
"V_COMPARATIVA_PRECIO_PROVEEDORES",4,"PRECIO","NUMBER","N"
"V_COMPARATIVA_PRECIO_PROVEEDORES",5,"PRECIO_PROMEDIO","NUMBER","Y"
"V_COMPARATIVA_PRECIO_PROVEEDORES",6,"DIFERENCIA","NUMBER","Y"
"V_COMPARATIVA_PRECIO_PROVEEDORES",7,"RANKING_PRECIO","NUMBER","Y"
"V_CXP_DEUDA",1,"ID_CXP","NUMBER","N"
"V_CXP_DEUDA",2,"ID_PROVEEDOR","NUMBER","N"
"V_CXP_DEUDA",3,"PROVEEDOR","VARCHAR2(101)","Y"
"V_CXP_DEUDA",4,"ID_COMPROBANTE","NUMBER","N"
"V_CXP_DEUDA",5,"NRO_COMPROBANTE","VARCHAR2(50)","Y"
"V_CXP_DEUDA",6,"FECHA_EMISION","DATE","Y"
"V_CXP_DEUDA",7,"TOTAL_A_PAGAR","NUMBER(12,2)","Y"
"V_CXP_DEUDA",8,"SALDO","NUMBER(12,2)","Y"
"V_CXP_DEUDA",9,"FECHA_VENCIMIENTO","DATE","Y"
"V_CXP_DEUDA",10,"DIAS_ATRASO","NUMBER","Y"
"V_CXP_DEUDA",11,"SITUACION","VARCHAR2(10)","Y"
"V_CXP_DEUDA",12,"ESTADO","VARCHAR2(20)","Y"
"V_INV_CONTEO_DIF",1,"ID_INVENTARIO","NUMBER","N"
"V_INV_CONTEO_DIF",2,"NRO_DOCUMENTO","VARCHAR2(30)","N"
"V_INV_CONTEO_DIF",3,"ESTADO_DOC","VARCHAR2(15)","N"
"V_INV_CONTEO_DIF",4,"ID_OFICINA","NUMBER","N"
"V_INV_CONTEO_DIF",5,"OFICINA","VARCHAR2(255)","Y"
"V_INV_CONTEO_DIF",6,"FECHA_INVENTARIO","DATE","N"
"V_INV_CONTEO_DIF",7,"ID_PRODUCTO","NUMBER","N"
"V_INV_CONTEO_DIF",8,"PRODUCTO","VARCHAR2(255)","Y"
"V_INV_CONTEO_DIF",9,"CATEGORIA","VARCHAR2(100)","Y"
"V_INV_CONTEO_DIF",10,"STOCK_SISTEMA","NUMBER","N"
"V_INV_CONTEO_DIF",11,"CANTIDAD_FISICA","NUMBER","N"
"V_INV_CONTEO_DIF",12,"DIFERENCIA","NUMBER","Y"
"V_INV_CONTEO_DIF",13,"DIF_ABS","NUMBER","Y"
"V_INV_CONTEO_DIF",14,"EXACTITUD_PCT","NUMBER","Y"
"V_INV_FLUJO_MES",1,"PERIODO","DATE","Y"
"V_INV_FLUJO_MES",2,"ID_OFICINA","NUMBER","N"
"V_INV_FLUJO_MES",3,"OFICINA","VARCHAR2(255)","Y"
"V_INV_FLUJO_MES",4,"ENTRADAS","NUMBER","Y"
"V_INV_FLUJO_MES",5,"SALIDAS","NUMBER","Y"
"V_INV_FLUJO_MES",6,"AJUSTES","NUMBER","Y"
"V_INV_FLUJO_MES",7,"NETO","NUMBER","Y"
"V_INV_MOV",1,"ID_MOVIMIENTO","NUMBER","N"
"V_INV_MOV",2,"ID_PRODUCTO","NUMBER","N"
"V_INV_MOV",3,"PRODUCTO","VARCHAR2(255)","N"
"V_INV_MOV",4,"ID_CATEGORIA","NUMBER","Y"
"V_INV_MOV",5,"CATEGORIA","VARCHAR2(100)","Y"
"V_INV_MOV",6,"ID_OFICINA","NUMBER","N"
"V_INV_MOV",7,"OFICINA","VARCHAR2(255)","Y"
"V_INV_MOV",8,"TIPO_MOVIMIENTO","VARCHAR2(20)","Y"
"V_INV_MOV",9,"CANTIDAD","NUMBER","N"
"V_INV_MOV",10,"SIGNO_CANTIDAD","NUMBER","Y"
"V_INV_MOV",11,"FECHA_MOVIMIENTO","DATE","Y"
"V_INV_MOV",12,"PERIODO","DATE","Y"
"V_INV_MOV",13,"USUARIO","VARCHAR2(100)","Y"
"V_INV_MOV",14,"REFERENCIA","VARCHAR2(255)","Y"
"V_INV_MOV",15,"CLASE_REF","VARCHAR2(12)","Y"
"V_INV_ROTACION",1,"ID_PRODUCTO","NUMBER","N"
"V_INV_ROTACION",2,"PRODUCTO","VARCHAR2(255)","N"
"V_INV_ROTACION",3,"CATEGORIA","VARCHAR2(100)","Y"
"V_INV_ROTACION",4,"STOCK_ACTUAL","NUMBER","Y"
"V_INV_ROTACION",5,"SALIDAS_VENTA","NUMBER","Y"
"V_INV_ROTACION",6,"INDICE_ROTACION","NUMBER","Y"
"V_INV_ROTACION",7,"ULTIMO_MOV","DATE","Y"
"V_INV_ROTACION",8,"DIAS_SIN_MOV","NUMBER","Y"
"V_INV_ROTACION",9,"CLASE_ROTACION","VARCHAR2(14)","Y"
"V_INV_STOCK",1,"ID_PRODUCTO","NUMBER","N"
"V_INV_STOCK",2,"PRODUCTO","VARCHAR2(255)","N"
"V_INV_STOCK",3,"ID_CATEGORIA","NUMBER","Y"
"V_INV_STOCK",4,"CATEGORIA","VARCHAR2(100)","Y"
"V_INV_STOCK",5,"ID_MARCA","NUMBER","Y"
"V_INV_STOCK",6,"MARCA","VARCHAR2(100)","Y"
"V_INV_STOCK",7,"ID_OFICINA","NUMBER","N"
"V_INV_STOCK",8,"OFICINA","VARCHAR2(255)","Y"
"V_INV_STOCK",9,"CANTIDAD","NUMBER","Y"
"V_INV_STOCK",10,"STOCK_MINIMO","NUMBER(10,2)","Y"
"V_INV_STOCK",11,"STOCK_MAXIMO","NUMBER(10,2)","Y"
"V_INV_STOCK",12,"RESERVADO","NUMBER","Y"
"V_INV_STOCK",13,"DISPONIBLE","NUMBER","Y"
"V_INV_STOCK",14,"COSTO_UNITARIO","NUMBER","Y"
"V_INV_STOCK",15,"VALOR_STOCK","NUMBER","Y"
"V_INV_STOCK",16,"COSTO_ORIGEN","VARCHAR2(11)","Y"
"V_INV_STOCK",17,"ESTADO_NIVEL","VARCHAR2(12)","Y"
"V_NC_COMPRA",1,"ID_NC","NUMBER","N"
"V_NC_COMPRA",2,"NRO_COMPROBANTE","VARCHAR2(50)","Y"
"V_NC_COMPRA",3,"NRO_TIMBRADO","VARCHAR2(20)","Y"
"V_NC_COMPRA",4,"FECHA_EMISION","DATE","Y"
"V_NC_COMPRA",5,"ID_PROVEEDOR","NUMBER","N"
"V_NC_COMPRA",6,"PROVEEDOR","VARCHAR2(101)","Y"
"V_NC_COMPRA",7,"COD_MOTIVO","NUMBER(2)","Y"
"V_NC_COMPRA",8,"MOTIVO","VARCHAR2(100)","Y"
"V_NC_COMPRA",9,"DEVUELVE_STOCK","CHAR(1)","Y"
"V_NC_COMPRA",10,"TOTAL","NUMBER(12,2)","Y"
"V_NC_COMPRA",11,"ID_FAC_ORIGEN","NUMBER","Y"
"V_NC_COMPRA",12,"NRO_FACTURA_ORIGEN","VARCHAR2(50)","Y"
"V_NC_COMPRA",13,"ESTADO","VARCHAR2(30)","N"
"V_NC_COMPRA",14,"OBSERVACION","VARCHAR2(255)","Y"
"V_NOTAS_CREDITO",1,"ID_COMPROBANTE","NUMBER","N"
"V_NOTAS_CREDITO",2,"NRO_COMPROBANTE","VARCHAR2(20)","Y"
"V_NOTAS_CREDITO",3,"FECHA","DATE","Y"
"V_NOTAS_CREDITO",4,"TOTAL_MONEDA_LOCAL","NUMBER(12,2)","N"
"V_NOTAS_CREDITO",5,"MONEDA","VARCHAR2(10)","Y"
"V_NOTAS_CREDITO",6,"TOTAL_IVA","NUMBER(12,2)","Y"
"V_NOTAS_CREDITO",7,"COD_MOTIVO","NUMBER(2)","Y"
"V_NOTAS_CREDITO",8,"MOTIVO","VARCHAR2(100)","Y"
"V_NOTAS_CREDITO",9,"ID_COMPROBANTE_ORIGEN","NUMBER","Y"
"V_NOTAS_CREDITO",10,"FACTURA_NRO","VARCHAR2(20)","Y"
"V_NOTAS_CREDITO",11,"FACTURA_FECHA","DATE","Y"
"V_NOTAS_CREDITO",12,"ID_CLIENTE","NUMBER","N"
"V_NOTAS_CREDITO",13,"CLIENTE_NOMBRE","VARCHAR2(32767)","Y"
"V_NOTAS_CREDITO",14,"ID_OFICINA","NUMBER","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",1,"ID_PRODUCTO","NUMBER","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",2,"PRODUCTO_NOMBRE","VARCHAR2(255)","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",3,"PRODUCTO_CODIGO","VARCHAR2(50)","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",4,"ID_PERSONA","NUMBER","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",5,"PROVEEDOR_NOMBRE","VARCHAR2(101)","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",6,"CODIGO_REFERENCIA","VARCHAR2(100)","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",7,"PRECIO","NUMBER","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",8,"FECHA_INICIO","DATE","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",9,"FECHA_FIN","DATE","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",10,"ESTADO","VARCHAR2(20)","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",11,"VIGENCIA","VARCHAR2(8)","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",12,"DIAS_PARA_CADUCIDAD","NUMBER","Y"
"V_PRODUCTO_PROVEEDOR_VIGENTE",13,"FECHA_CREACION","DATE","N"
"V_PRODUCTO_PROVEEDOR_VIGENTE",14,"USUARIO_CREACION","VARCHAR2(100)","Y"
"V_RECIBOS_COBRO",1,"ID_RECIBO","NUMBER","N"
"V_RECIBOS_COBRO",2,"NRO_RECIBO","VARCHAR2(20)","Y"
"V_RECIBOS_COBRO",3,"ID_TALONARIO_RECIBO","NUMBER","Y"
"V_RECIBOS_COBRO",4,"FECHA_EMISION_RECIBO","DATE","Y"
"V_RECIBOS_COBRO",5,"ID_CAJA","NUMBER","N"
"V_RECIBOS_COBRO",6,"ID_CLIENTE","NUMBER","N"
"V_RECIBOS_COBRO",7,"USUARIO","VARCHAR2(60)","Y"
"V_RECIBOS_COBRO",8,"TOTAL_MONEDA_LOCAL","NUMBER(12,2)","N"
"V_RECIBOS_COBRO",9,"MONEDA","VARCHAR2(10)","Y"
"V_RECIBOS_COBRO",10,"TIPO_CAMBIO","NUMBER(12,6)","Y"
"V_RECIBOS_COBRO",11,"TOTAL_MONEDA_ORIGEN","NUMBER(12,2)","Y"
"V_RECIBOS_COBRO",12,"ESTADO","CHAR(1)","Y"
"V_RECIBOS_COBRO",13,"OBSERVACION","VARCHAR2(255)","Y"
"V_RECIBOS_COBRO",14,"ID_CUENTA_COBRAR_DET","NUMBER","Y"
"V_RECIBOS_COBRO",15,"ID_CXC","NUMBER","Y"
"V_RECIBOS_COBRO",16,"NRO_CUOTA","NUMBER","Y"
"V_RECIBOS_COBRO",17,"COMPROBANTE_ORIGEN","NUMBER","Y"
"V_RECIBOS_COBRO",18,"ID_PERSONA","NUMBER","Y"
"V_RECIBOS_LISTA",1,"ID_RECIBO","NUMBER","N"
"V_RECIBOS_LISTA",2,"NRO_RECIBO","VARCHAR2(20)","Y"
"V_RECIBOS_LISTA",3,"FECHA_EMISION_RECIBO","DATE","Y"
"V_RECIBOS_LISTA",4,"TOTAL_MONEDA_LOCAL","NUMBER(12,2)","N"
"V_RECIBOS_LISTA",5,"MONEDA","VARCHAR2(10)","Y"
"V_RECIBOS_LISTA",6,"USUARIO","VARCHAR2(60)","Y"
"V_RECIBOS_LISTA",7,"NRO_CUOTA","NUMBER","Y"
"V_RECIBOS_LISTA",8,"ID_CXC","NUMBER","Y"
"V_RECIBOS_LISTA",9,"COMPROBANTE_ORIGEN","NUMBER","Y"
"V_RECIBOS_LISTA",10,"FACTURA_NRO","VARCHAR2(20)","Y"
"V_RECIBOS_LISTA",11,"ID_PERSONA","NUMBER","Y"
"V_RECIBOS_LISTA",12,"CLIENTE_NOMBRE","VARCHAR2(32767)","Y"
"V_RECIBOS_LISTA",13,"REVERSADO","CHAR(1)","Y"
"V_RECURSOS_DET",1,"ID_RECURSO","NUMBER","N"
"V_RECURSOS_DET",2,"APP_ID","NUMBER","N"
"V_RECURSOS_DET",3,"PAGE_ID","NUMBER","N"
"V_RECURSOS_DET",4,"COMPONENT_STATIC_ID","VARCHAR2(200)","Y"
"V_RECURSOS_DET",5,"PRIV_CODIGO","VARCHAR2(60)","N"
"V_RECURSOS_DET",6,"PRIV_NOMBRE","VARCHAR2(120)","N"
"V_RECURSOS_DET",7,"ACTIVO","CHAR(1)","Y"
"V_SOLICITUDES_NC",1,"ID_SOLICITUD_NC","NUMBER","N"
"V_SOLICITUDES_NC",2,"ESTADO","CHAR(1)","N"
"V_SOLICITUDES_NC",3,"TIPO_NC","CHAR(1)","N"
"V_SOLICITUDES_NC",4,"DEVUELVE_STOCK","CHAR(1)","N"
"V_SOLICITUDES_NC",5,"COD_MOTIVO","NUMBER(2)","N"
"V_SOLICITUDES_NC",6,"MOTIVO","VARCHAR2(100)","Y"
"V_SOLICITUDES_NC",7,"OBSERVACION","VARCHAR2(500)","Y"
"V_SOLICITUDES_NC",8,"ID_COMPROBANTE_ORIGEN","NUMBER","N"
"V_SOLICITUDES_NC",9,"FACTURA_NRO","VARCHAR2(20)","Y"
"V_SOLICITUDES_NC",10,"FACTURA_FORMA_PAGO","VARCHAR2(20)","Y"
"V_SOLICITUDES_NC",11,"FACTURA_TOTAL","NUMBER(12,2)","N"
"V_SOLICITUDES_NC",12,"ID_CLIENTE","NUMBER","N"
"V_SOLICITUDES_NC",13,"CLIENTE_NOMBRE","VARCHAR2(32767)","Y"
"V_SOLICITUDES_NC",14,"USUARIO_SOLICITA","VARCHAR2(60)","N"
"V_SOLICITUDES_NC",15,"FECHA_SOLICITUD","DATE","N"
"V_SOLICITUDES_NC",16,"USUARIO_APRUEBA","VARCHAR2(60)","Y"
"V_SOLICITUDES_NC",17,"FECHA_RESOLUCION","DATE","Y"
"V_SOLICITUDES_NC",18,"MOTIVO_RECHAZO","VARCHAR2(500)","Y"
"V_SOLICITUDES_NC",19,"ID_NC_GENERADA","NUMBER","Y"
"V_SOLICITUDES_NC",20,"NC_NRO","VARCHAR2(20)","Y"
"V_SOLICITUDES_REVERSO",1,"ID_SOLICITUD_RC","NUMBER","N"
"V_SOLICITUDES_REVERSO",2,"ESTADO","CHAR(1)","N"
"V_SOLICITUDES_REVERSO",3,"MOTIVO","VARCHAR2(500)","N"
"V_SOLICITUDES_REVERSO",4,"ID_MOVIMIENTO","NUMBER","N"
"V_SOLICITUDES_REVERSO",5,"NRO_RECIBO","VARCHAR2(20)","Y"
"V_SOLICITUDES_REVERSO",6,"FECHA_COBRO","TIMESTAMP","Y"
"V_SOLICITUDES_REVERSO",7,"MONTO","NUMBER(12,2)","N"
"V_SOLICITUDES_REVERSO",8,"ID_CUENTA_COBRAR_DET","NUMBER","Y"
"V_SOLICITUDES_REVERSO",9,"ID_CXC","NUMBER","Y"
"V_SOLICITUDES_REVERSO",10,"NRO_CUOTA","NUMBER","Y"
"V_SOLICITUDES_REVERSO",11,"ESTADO_CUOTA","VARCHAR2(20)","Y"
"V_SOLICITUDES_REVERSO",12,"ID_CLIENTE","NUMBER","N"
"V_SOLICITUDES_REVERSO",13,"CLIENTE_NOMBRE","VARCHAR2(32767)","Y"
"V_SOLICITUDES_REVERSO",14,"USUARIO_SOLICITA","VARCHAR2(60)","N"
"V_SOLICITUDES_REVERSO",15,"FECHA_SOLICITUD","DATE","N"
"V_SOLICITUDES_REVERSO",16,"USUARIO_APRUEBA","VARCHAR2(60)","Y"
"V_SOLICITUDES_REVERSO",17,"FECHA_RESOLUCION","DATE","Y"
"V_SOLICITUDES_REVERSO",18,"MOTIVO_RECHAZO","VARCHAR2(500)","Y"
"V_SOLICITUDES_REVERSO",19,"ID_MOVIMIENTO_EGRESO","NUMBER","Y"
"V_TALONARIOS_DISPONIBLES",1,"ID_TALONARIO","NUMBER","N"
"V_TALONARIOS_DISPONIBLES",2,"ID_CAJA_CONF","NUMBER","N"
"V_TALONARIOS_DISPONIBLES",3,"ID_OFICINA","NUMBER","N"
"V_TALONARIOS_DISPONIBLES",4,"TIPO_COMPROBANTE","VARCHAR2(2)","N"
"V_TALONARIOS_DISPONIBLES",5,"DESCRIPCION","VARCHAR2(48)","Y"
"V_USUARIO_PRIVILEGIOS",1,"ID_EMPLEADO","NUMBER(38)","N"
"V_USUARIO_PRIVILEGIOS",2,"CODIGO_USUARIO","VARCHAR2(1000)","Y"
"V_USUARIO_PRIVILEGIOS",3,"ID_PRIV","NUMBER","N"
"V_USUARIO_PRIVILEGIOS",4,"CODIGO","VARCHAR2(60)","N"
"V_USUARIO_PRIVILEGIOS",5,"NOMBRE","VARCHAR2(120)","N"
"V_VENTAS_FACTURA",1,"ID_COMPROBANTE","NUMBER","N"
"V_VENTAS_FACTURA",2,"NRO_COMPROBANTE","VARCHAR2(20)","Y"
"V_VENTAS_FACTURA",3,"FECHA","DATE","Y"
"V_VENTAS_FACTURA",4,"PERIODO","DATE","Y"
"V_VENTAS_FACTURA",5,"ID_OFICINA","NUMBER","N"
"V_VENTAS_FACTURA",6,"OFICINA","VARCHAR2(255)","Y"
"V_VENTAS_FACTURA",7,"ID_ORDEN_VENTA","NUMBER","Y"
"V_VENTAS_FACTURA",8,"VENDEDOR_COD","VARCHAR2(60)","Y"
"V_VENTAS_FACTURA",9,"VENDEDOR_NOMBRE","VARCHAR2(255)","Y"
"V_VENTAS_FACTURA",10,"ID_CLIENTE","NUMBER","N"
"V_VENTAS_FACTURA",11,"CLIENTE","VARCHAR2(101)","Y"
"V_VENTAS_FACTURA",12,"FORMA_PAGO","VARCHAR2(20)","Y"
"V_VENTAS_FACTURA",13,"CONDICION","CHAR(7)","Y"
"V_VENTAS_FACTURA",14,"ES_CONTADO","CHAR(1)","Y"
"V_VENTAS_FACTURA",15,"TOTAL","NUMBER(12,2)","N"
"V_VENTAS_LINEA",1,"ID_COMPROBANTE","NUMBER","N"
"V_VENTAS_LINEA",2,"FECHA","DATE","Y"
"V_VENTAS_LINEA",3,"PERIODO","DATE","Y"
"V_VENTAS_LINEA",4,"ID_OFICINA","NUMBER","N"
"V_VENTAS_LINEA",5,"OFICINA","VARCHAR2(255)","Y"
"V_VENTAS_LINEA",6,"VENDEDOR_COD","VARCHAR2(60)","Y"
"V_VENTAS_LINEA",7,"VENDEDOR_NOMBRE","VARCHAR2(255)","Y"
"V_VENTAS_LINEA",8,"CONDICION","CHAR(7)","Y"
"V_VENTAS_LINEA",9,"ES_CONTADO","CHAR(1)","Y"
"V_VENTAS_LINEA",10,"ID_PRODUCTO","NUMBER","N"
"V_VENTAS_LINEA",11,"PRODUCTO","VARCHAR2(500)","Y"
"V_VENTAS_LINEA",12,"CANTIDAD","NUMBER","N"
"V_VENTAS_LINEA",13,"TOTAL_LINEA","NUMBER(12,2)","Y"
"V_VENTAS_NC",1,"ID_COMPROBANTE","NUMBER","N"
"V_VENTAS_NC",2,"NRO_COMPROBANTE","VARCHAR2(20)","Y"
"V_VENTAS_NC",3,"FECHA_NC","DATE","Y"
"V_VENTAS_NC",4,"ID_COMPROBANTE_ORIGEN","NUMBER","Y"
"V_VENTAS_NC",5,"PERIODO","DATE","Y"
"V_VENTAS_NC",6,"ID_OFICINA","NUMBER","N"
"V_VENTAS_NC",7,"OFICINA","VARCHAR2(255)","Y"
"V_VENTAS_NC",8,"VENDEDOR_COD","VARCHAR2(60)","Y"
"V_VENTAS_NC",9,"VENDEDOR_NOMBRE","VARCHAR2(255)","Y"
"V_VENTAS_NC",10,"TOTAL_NC","NUMBER(12,2)","N"
"V_VENTAS_NETA_MES",1,"PERIODO","DATE","Y"
"V_VENTAS_NETA_MES",2,"ID_OFICINA","NUMBER","Y"
"V_VENTAS_NETA_MES",3,"OFICINA","VARCHAR2(255)","Y"
"V_VENTAS_NETA_MES",4,"VENDEDOR_COD","VARCHAR2(60)","Y"
"V_VENTAS_NETA_MES",5,"VENDEDOR_NOMBRE","VARCHAR2(255)","Y"
"V_VENTAS_NETA_MES",6,"FACTURADO","NUMBER","Y"
"V_VENTAS_NETA_MES",7,"NOTAS_CREDITO","NUMBER","Y"
"V_VENTAS_NETA_MES",8,"NETO","NUMBER","Y"
"V_VENTAS_NETA_MES",9,"FACTURAS","NUMBER","Y"
"V_VENTAS_VENDEDOR_META",1,"PERIODO","DATE","Y"
"V_VENTAS_VENDEDOR_META",2,"VENDEDOR_COD","VARCHAR2(60)","Y"
"V_VENTAS_VENDEDOR_META",3,"VENDEDOR_NOMBRE","VARCHAR2(255)","Y"
"V_VENTAS_VENDEDOR_META",4,"ID_EMPLEADO","NUMBER(38)","Y"
"V_VENTAS_VENDEDOR_META",5,"NETO","NUMBER","Y"
"V_VENTAS_VENDEDOR_META",6,"MONTO_META","NUMBER","Y"
"V_VENTAS_VENDEDOR_META",7,"CUMPLIMIENTO_PCT","NUMBER","Y"
